Term,Year,Campus,College,Dept,Sbjct,Crse,Sect,Crse Title,Instructor Name,Instr Grp,Crse Type,Crse Lvl,Enroll,# Resp,Resp Rate,Interact,Reflect,Connect,Collab,Contrib,Eval,Synth,Diverse,Respect,Challenge,Creative,Discuss,Feedback,Grading,Questions,Tech
Fall,2021,BD,ARSC,PHYS,PHYS,1120,424,General Physics 2,"Oliver, Tobias Gaillard",TA,REC,1000-1999,24,5,20.8%,4.8,5.0,3.8,4.8,4.8,4.8,4.2,1.0,5.0,4.8,3.3,4.8,4.4,4.5,4.8,3.7
Fall,2021,BD,ARSC,PHYS,PHYS,1120,425,General Physics 2,"Jones, Sarah",OTH,REC,1000-1999,24,5,20.8%,4.8,4.4,4.8,4.4,4.0,4.2,4.2,4.3,4.8,4.6,4.7,4.8,4.8,4.8,4.8,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,100,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LEC,1000-1999,470,210,44.7%,4.4,4.2,4.3,4.5,4.2,4.0,3.7,3.2,4.6,4.0,3.8,3.9,3.6,3.7,4.0,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,302,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,11,64.7%,4.6,4.1,4.0,4.9,4.5,3.6,3.9,4.4,5.0,4.4,4.2,4.0,3.4,3.3,4.1,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,302,Experimental Physics 1,"Visal, Aseem Milind",OTH,LAB,1000-1999,17,11,64.7%,4.6,4.1,4.0,4.9,4.5,3.6,3.9,4.4,5.0,4.2,4.2,4.5,4.1,3.6,4.6,4.1
Fall,2021,BD,ARSC,PHYS,PHYS,1140,302,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,11,64.7%,4.6,4.1,4.0,4.9,4.5,3.6,3.9,4.4,5.0,4.7,4.5,4.6,4.2,4.0,4.6,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,303,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,12,70.6%,4.8,3.5,3.9,4.7,3.9,3.7,3.1,3.3,4.4,3.3,2.6,3.7,3.4,3.1,3.9,4.1
Fall,2021,BD,ARSC,PHYS,PHYS,1140,303,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,12,70.6%,4.8,3.5,3.9,4.7,3.9,3.7,3.1,3.3,4.4,3.4,2.8,3.7,3.5,3.5,3.9,4.1
Fall,2021,BD,ARSC,PHYS,PHYS,1140,303,Experimental Physics 1,"Zimmermann, Ingrid",TA,LAB,1000-1999,17,12,70.6%,4.8,3.5,3.9,4.7,3.9,3.7,3.1,3.3,4.5,3.8,3.7,4.5,4.2,3.8,4.5,4.3
Fall,2021,BD,ARSC,PHYS,PHYS,1140,304,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,7,43.8%,4.6,4.6,4.3,4.9,4.7,4.6,4.2,3.5,4.8,4.3,4.2,4.1,3.7,3.7,4.3,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,304,Experimental Physics 1,"Nelson, Emma",OTH,LAB,1000-1999,16,7,43.8%,4.6,4.6,4.3,4.9,4.7,4.6,4.2,3.5,4.5,4.4,4.3,4.4,3.9,3.7,4.7,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,304,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,7,43.8%,4.6,4.6,4.3,4.9,4.7,4.6,4.2,3.5,4.4,4.5,4.0,4.2,3.3,3.5,4.6,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,305,Experimental Physics 1,"Dickson, Killian N",OTH,LAB,1000-1999,18,10,55.6%,4.7,4.2,3.9,4.5,4.2,3.9,3.8,3.1,4.4,4.0,4.2,4.4,4.1,3.7,4.3,4.3
Fall,2021,BD,ARSC,PHYS,PHYS,1140,305,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,18,10,55.6%,4.7,4.2,3.9,4.5,4.2,3.9,3.8,3.1,3.8,3.6,3.4,3.0,2.8,3.4,3.1,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,305,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,18,10,55.6%,4.7,4.2,3.9,4.5,4.2,3.9,3.8,3.1,4.0,4.1,3.8,3.6,3.7,3.4,3.6,3.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,306,Experimental Physics 1,"Geerdts, Trevor",OTH,LAB,1000-1999,17,7,41.2%,5.0,4.4,4.4,5.0,4.7,4.1,3.9,3.0,5.0,4.4,4.1,4.4,4.3,3.4,4.6,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,306,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,7,41.2%,5.0,4.4,4.4,5.0,4.7,4.1,3.9,3.0,4.5,3.7,3.8,3.4,3.0,3.0,4.0,4.1
Fall,2021,BD,ARSC,PHYS,PHYS,1140,306,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,7,41.2%,5.0,4.4,4.4,5.0,4.7,4.1,3.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,307,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,14,6,42.9%,4.7,4.5,4.3,4.7,4.5,4.4,4.2,2.3,4.7,4.3,4.5,3.8,3.2,4.0,3.8,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,307,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,14,6,42.9%,4.7,4.5,4.3,4.7,4.5,4.4,4.2,2.3,4.7,3.8,3.6,3.4,3.8,3.8,3.8,3.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,308,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,7,43.8%,4.3,3.7,3.9,4.1,3.6,3.4,3.0,2.3,3.7,2.8,2.7,2.7,2.7,2.2,2.8,3.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,308,Experimental Physics 1,"Nelson, Emma",OTH,LAB,1000-1999,16,7,43.8%,4.3,3.7,3.9,4.1,3.6,3.4,3.0,2.3,3.9,3.7,3.3,3.7,3.0,2.4,3.9,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,308,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,7,43.8%,4.3,3.7,3.9,4.1,3.6,3.4,3.0,2.3,3.3,3.0,3.3,2.7,1.7,1.7,1.3,3.3
Fall,2021,BD,ARSC,PHYS,PHYS,1140,309,Experimental Physics 1,"Cash, Caitlin Ellen",OTH,LAB,1000-1999,12,7,58.3%,4.6,3.0,4.0,4.6,4.4,3.3,2.9,4.0,4.7,3.6,3.4,4.7,3.7,3.1,4.9,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,309,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,12,7,58.3%,4.6,3.0,4.0,4.6,4.4,3.3,2.9,4.0,4.3,3.0,3.5,2.8,2.2,2.8,3.2,3.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,309,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,12,7,58.3%,4.6,3.0,4.0,4.6,4.4,3.3,2.9,4.0,3.0,2.5,2.5,2.5,1.3,1.3,1.0,2.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,310,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,7,43.8%,5.0,5.0,5.0,4.9,4.9,4.4,4.4,3.2,5.0,4.8,4.6,4.8,4.8,4.5,4.9,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,310,Experimental Physics 1,"Ramirez Ortiz, Jorge Luis",OTH,LAB,1000-1999,16,7,43.8%,5.0,5.0,5.0,4.9,4.9,4.4,4.4,3.2,5.0,4.9,4.7,5.0,4.7,4.9,4.9,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,310,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,7,43.8%,5.0,5.0,5.0,4.9,4.9,4.4,4.4,3.2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,311,Experimental Physics 1,"Cash, Caitlin Ellen",OTH,LAB,1000-1999,17,10,58.8%,4.9,4.1,4.3,4.6,4.7,4.0,3.9,3.5,4.7,4.0,3.3,3.6,3.1,3.4,3.4,3.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,311,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,10,58.8%,4.9,4.1,4.3,4.6,4.7,4.0,3.9,3.5,4.6,3.6,3.3,3.4,3.3,3.3,3.3,3.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,311,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,10,58.8%,4.9,4.1,4.3,4.6,4.7,4.0,3.9,3.5,4.7,4.0,3.7,3.3,3.2,3.3,3.2,3.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,312,Experimental Physics 1,"Cash, Caitlin Ellen",OTH,LAB,1000-1999,17,8,47.1%,4.8,4.3,4.6,4.9,4.9,4.9,4.6,4.5,4.6,4.5,4.5,4.8,4.6,4.8,4.9,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,312,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,8,47.1%,4.8,4.3,4.6,4.9,4.9,4.9,4.6,4.5,4.7,4.5,4.3,4.7,4.7,4.7,4.3,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,312,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,8,47.1%,4.8,4.3,4.6,4.9,4.9,4.9,4.6,4.5,4.6,4.4,4.4,4.7,4.5,4.5,4.2,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,313,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,8,47.1%,4.8,4.4,4.0,4.8,4.6,3.9,3.9,4.0,4.6,4.1,4.0,4.1,3.6,4.0,3.5,4.1
Fall,2021,BD,ARSC,PHYS,PHYS,1140,313,Experimental Physics 1,"Ramirez Ortiz, Jorge Luis",OTH,LAB,1000-1999,17,8,47.1%,4.8,4.4,4.0,4.8,4.6,3.9,3.9,4.0,4.8,4.8,4.0,4.8,3.8,4.1,4.8,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,313,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,8,47.1%,4.8,4.4,4.0,4.8,4.6,3.9,3.9,4.0,4.6,4.3,4.3,4.6,4.0,4.3,3.3,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,314,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,5,29.4%,5.0,4.8,5.0,5.0,5.0,5.0,4.8,3.0,4.8,4.8,4.6,4.8,4.5,4.5,4.8,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,314,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,5,29.4%,5.0,4.8,5.0,5.0,5.0,5.0,4.8,3.0,4.8,4.8,4.6,4.8,4.5,4.3,4.8,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,314,Experimental Physics 1,"Wickenden, Evan Wynn",TA,LAB,1000-1999,17,5,29.4%,5.0,4.8,5.0,5.0,5.0,5.0,4.8,3.0,4.8,4.8,4.6,4.8,4.8,4.5,4.8,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,315,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,8,47.1%,4.9,4.4,4.9,4.9,4.6,4.8,4.8,5.0,5.0,4.4,4.4,4.4,4.2,4.0,4.3,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,315,Experimental Physics 1,"Liu, Haixin",TA,LAB,1000-1999,17,8,47.1%,4.9,4.4,4.9,4.9,4.6,4.8,4.8,5.0,5.0,4.6,4.6,4.4,4.3,3.9,4.6,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,315,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,8,47.1%,4.9,4.4,4.9,4.9,4.6,4.8,4.8,5.0,4.9,4.6,4.6,4.3,3.7,4.3,4.3,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,316,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,11,68.8%,4.6,4.1,4.5,4.8,4.5,4.4,4.2,2.8,4.3,3.8,3.4,4.0,3.8,3.7,4.1,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,316,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,11,68.8%,4.6,4.1,4.5,4.8,4.5,4.4,4.2,2.8,4.6,4.4,4.3,4.4,3.7,3.9,4.1,3.9
Fall,2021,BD,ARSC,PHYS,PHYS,1140,316,Experimental Physics 1,"Wickenden, Evan Wynn",TA,LAB,1000-1999,16,10,62.5%,4.6,4.0,4.5,4.8,4.5,4.4,4.3,3.2,4.0,4.7,4.3,4.3,3.5,3.8,3.8,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,317,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,6,37.5%,4.3,4.0,3.5,4.3,4.2,4.0,3.3,2.3,4.8,3.7,3.2,3.8,4.0,3.8,4.8,3.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,317,Experimental Physics 1,"Liu, Haixin",TA,LAB,1000-1999,16,6,37.5%,4.3,4.0,3.5,4.3,4.2,4.0,3.3,2.3,4.7,3.7,3.4,3.7,4.3,3.8,4.3,3.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,317,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,6,37.5%,4.3,4.0,3.5,4.3,4.2,4.0,3.3,2.3,5.0,4.0,4.0,5.0,5.0,5.0,4.5,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,320,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,7,43.8%,4.9,4.0,4.3,4.9,4.6,4.1,3.7,2.7,5.0,4.7,3.9,4.1,4.6,4.2,4.2,4.9
Fall,2021,BD,ARSC,PHYS,PHYS,1140,320,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,7,43.8%,4.9,4.0,4.3,4.9,4.6,4.1,3.7,2.7,5.0,4.6,4.3,4.8,4.3,4.2,4.2,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,320,Experimental Physics 1,"Zhang, Yichi",OTH,LAB,1000-1999,16,7,43.8%,4.9,4.0,4.3,4.9,4.6,4.1,3.7,2.7,5.0,5.0,4.5,5.0,4.9,4.8,4.9,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,321,Experimental Physics 1,"Geerdts, Trevor",OTH,LAB,1000-1999,17,7,41.2%,5.0,4.9,4.9,5.0,4.9,4.9,4.6,3.4,5.0,5.0,4.9,5.0,5.0,4.7,5.0,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,321,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,7,41.2%,5.0,4.9,4.9,5.0,4.9,4.9,4.6,3.4,4.8,4.7,4.9,4.4,3.8,4.7,4.3,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,321,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,7,41.2%,5.0,4.9,4.9,5.0,4.9,4.9,4.6,3.4,4.8,4.7,4.3,4.7,4.2,4.4,4.5,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,322,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,12,75.0%,4.7,4.4,4.7,4.9,4.6,4.4,4.3,4.4,4.7,3.9,3.8,4.1,3.9,3.6,4.2,4.1
Fall,2021,BD,ARSC,PHYS,PHYS,1140,322,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,12,75.0%,4.7,4.4,4.7,4.9,4.6,4.4,4.3,4.4,4.2,4.0,4.1,3.7,2.8,3.1,3.2,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,322,Experimental Physics 1,"Zhang, Yichi",OTH,LAB,1000-1999,16,12,75.0%,4.7,4.4,4.7,4.9,4.6,4.4,4.3,4.4,4.5,4.3,4.4,4.7,4.6,4.5,4.7,4.2
Fall,2021,BD,ARSC,PHYS,PHYS,1140,323,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,18,6,33.3%,4.5,4.5,4.3,4.7,4.5,4.7,4.8,4.0,5.0,4.3,4.7,5.0,4.6,5.0,4.8,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,323,Experimental Physics 1,"Luo, Zheng",TA,LAB,1000-1999,18,6,33.3%,4.5,4.5,4.3,4.7,4.5,4.7,4.8,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,323,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,18,6,33.3%,4.5,4.5,4.3,4.7,4.5,4.7,4.8,4.0,5.0,4.7,4.3,5.0,5.0,4.7,5.0,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,324,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,15,4,26.7%,4.8,3.8,3.3,4.8,4.3,3.5,3.3,1.0,4.5,3.8,3.8,3.3,3.5,2.8,3.3,3.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,324,Experimental Physics 1,"Luo, Zheng",TA,LAB,1000-1999,15,4,26.7%,4.8,3.8,3.3,4.8,4.3,3.5,3.3,1.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,324,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,15,4,26.7%,4.8,3.8,3.3,4.8,4.3,3.5,3.3,1.0,,3.0,4.0,4.5,4.0,3.0,4.0,4.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,325,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,12,70.6%,4.6,4.5,4.3,4.8,4.8,4.7,4.6,4.0,4.9,4.3,4.3,4.7,4.1,3.4,4.5,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,325,Experimental Physics 1,"Oliver, Kristin",OTH,LAB,1000-1999,17,12,70.6%,4.6,4.5,4.3,4.8,4.8,4.7,4.6,4.0,5.0,4.8,4.8,4.8,4.3,4.1,4.7,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,325,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,12,70.6%,4.6,4.5,4.3,4.8,4.8,4.7,4.6,4.0,5.0,4.6,4.9,4.3,4.6,4.6,4.4,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,326,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,18,7,38.9%,4.4,3.1,3.7,4.4,3.9,2.8,2.3,1.8,4.2,4.0,3.2,4.0,3.0,3.4,3.6,4.6
Fall,2021,BD,ARSC,PHYS,PHYS,1140,326,Experimental Physics 1,"Wang, Chaoran",OTH,LAB,1000-1999,18,7,38.9%,4.4,3.1,3.7,4.4,3.9,2.8,2.3,1.8,3.9,3.1,2.4,3.3,1.5,1.4,2.7,3.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,326,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,18,7,38.9%,4.4,3.1,3.7,4.4,3.9,2.8,2.3,1.8,3.7,3.7,3.7,3.0,3.3,3.3,4.7,4.3
Fall,2021,BD,ARSC,PHYS,PHYS,1140,327,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,16,6,37.5%,4.8,4.7,4.8,4.6,4.8,4.8,4.7,5.0,5.0,4.8,4.5,4.2,4.5,4.7,4.5,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,327,Experimental Physics 1,"Luo, Zheng",TA,LAB,1000-1999,16,6,37.5%,4.8,4.7,4.8,4.6,4.8,4.8,4.7,5.0,5.0,4.5,4.6,4.7,4.7,4.8,4.7,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,327,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,16,6,37.5%,4.8,4.7,4.8,4.6,4.8,4.8,4.7,5.0,5.0,4.3,4.3,4.8,4.5,4.5,4.5,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,329,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,13,7,53.8%,5.0,4.0,4.3,4.9,4.6,4.0,3.9,3.3,4.8,4.0,4.1,4.7,4.6,4.7,4.7,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,329,Experimental Physics 1,"Oliver, Kristin",OTH,LAB,1000-1999,13,7,53.8%,5.0,4.0,4.3,4.9,4.6,4.0,3.9,3.3,5.0,4.4,4.0,4.7,4.3,4.3,5.0,4.9
Fall,2021,BD,ARSC,PHYS,PHYS,1140,329,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,13,7,53.8%,5.0,4.0,4.3,4.9,4.6,4.0,3.9,3.3,5.0,5.0,4.7,4.7,5.0,4.7,5.0,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,330,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,14,4,28.6%,4.8,4.5,5.0,4.8,4.8,5.0,4.7,4.0,4.5,4.5,4.3,4.7,4.0,3.3,4.7,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,330,Experimental Physics 1,"Wang, Chaoran",OTH,LAB,1000-1999,14,4,28.6%,4.8,4.5,5.0,4.8,4.8,5.0,4.7,4.0,4.5,4.7,4.7,5.0,3.8,3.7,4.0,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,330,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,14,4,28.6%,4.8,4.5,5.0,4.8,4.8,5.0,4.7,4.0,4.3,4.7,4.5,4.0,4.5,4.5,4.7,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,331,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,17,11,64.7%,4.7,4.5,4.5,4.9,4.6,4.5,4.3,4.4,4.8,4.5,4.7,4.6,4.5,4.5,4.8,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,331,Experimental Physics 1,"Steckhahn, Daniel Glenn",TA,LAB,1000-1999,17,11,64.7%,4.7,4.5,4.5,4.9,4.6,4.5,4.3,4.4,4.8,4.6,4.5,4.8,4.6,4.5,4.9,4.7
Fall,2021,BD,ARSC,PHYS,PHYS,1140,331,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,17,11,64.7%,4.7,4.5,4.5,4.9,4.6,4.5,4.3,4.4,4.9,4.9,4.8,4.9,4.6,4.4,4.8,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1140,332,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,15,7,46.7%,4.9,4.9,4.7,4.9,4.4,4.3,4.2,4.7,5.0,4.3,4.0,4.8,4.5,4.7,4.8,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,332,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,15,7,46.7%,4.9,4.9,4.7,4.9,4.4,4.3,4.2,4.7,5.0,4.3,4.3,4.3,4.3,4.3,4.7,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1140,332,Experimental Physics 1,"Zimmermann, Ingrid",TA,LAB,1000-1999,15,7,46.7%,4.9,4.9,4.7,4.9,4.4,4.3,4.2,4.7,5.0,4.5,5.0,5.0,5.0,5.0,4.5,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1140,333,Experimental Physics 1,"Lewandowski, Heather Jean",TTT,LAB,1000-1999,18,10,55.6%,4.2,3.7,3.8,4.4,4.1,3.4,3.5,2.3,3.3,3.7,3.3,3.5,3.5,3.2,3.9,3.9
Fall,2021,BD,ARSC,PHYS,PHYS,1140,333,Experimental Physics 1,"Steckhahn, Daniel Glenn",TA,LAB,1000-1999,18,10,55.6%,4.2,3.7,3.8,4.4,4.1,3.4,3.5,2.3,4.4,4.1,3.2,4.3,3.9,3.4,4.2,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1140,333,Experimental Physics 1,"West, Colin Gareth",INST,LAB,1000-1999,18,10,55.6%,4.2,3.7,3.8,4.4,4.1,3.4,3.5,2.3,3.3,3.6,3.4,3.4,3.5,3.3,3.9,3.6
Fall,2021,BD,ARSC,PHYS,PHYS,1230,1,Light/Color Nonscientist,"Bradfield, Andrew Daniel",OTH,LEC,1000-1999,55,18,32.7%,4.5,4.3,4.3,3.9,3.8,4.1,4.0,3.8,4.5,4.5,4.3,4.6,4.3,4.2,4.5,4.3
Fall,2021,BD,ARSC,PHYS,PHYS,1230,1,Light/Color Nonscientist,"Maclennan, Joseph E",OTH,LEC,1000-1999,55,18,32.7%,4.5,4.3,4.3,3.9,3.8,4.1,4.0,3.8,4.5,4.3,4.2,4.5,4.1,4.1,4.2,4.4
Fall,2021,BD,ARSC,PHYS,PHYS,1240,1,Sound and Music,"Heyrich, Matthew",OTH,LEC,1000-1999,135,45,33.3%,3.6,3.5,3.5,2.7,2.5,3.0,3.1,2.8,4.0,3.7,3.4,3.3,3.3,3.5,3.8,3.9
Fall,2021,BD,ARSC,PHYS,PHYS,1240,1,Sound and Music,"Kempf, Sascha",TTT,LEC,1000-1999,135,44,32.6%,3.6,3.5,3.5,2.7,2.6,3.1,3.1,2.8,4.0,3.4,3.4,3.1,2.9,3.3,3.4,3.8
Fall,2021,BD,ARSC,PHYS,PHYS,1240,1,Sound and Music,"Rodriguez III, Manuel Angel",OTH,LEC,1000-1999,135,42,31.1%,3.6,3.4,3.5,2.7,2.6,3.1,3.1,2.8,3.8,3.5,3.5,3.3,3.4,3.4,3.8,3.9
Fall,2021,BD,ARSC,PHYS,PHYS,1400,801,Fund of Scientific Inquiry,"McMaken, Tyler",TA,LEC,1000-1999,10,4,40.0%,5.0,5.0,4.8,5.0,4.8,4.8,4.8,4.8,4.8,4.8,4.5,4.8,4.5,4.8,4.8,4.5
Fall,2021,BD,ARSC,PHYS,PHYS,1400,801,Fund of Scientific Inquiry,"Whitelock, Hope Robertson",OTH,LEC,1000-1999,10,4,40.0%,5.0,5.0,4.8,5.0,4.8,4.8,4.8,4.8,4.8,4.8,4.5,4.8,4.8,4.8,4.8,4.8
Fall,2021,BD,ARSC,PHYS,PHYS,1580,1,Energy and Interactions,"Martins, Julian Stenzel",OTH,LEC,1000-1999,12,10,83.3%,5.0,4.8,4.6,4.9,4.8,4.8,4.9,4.1,4.8,5.0,4.8,4.8,4.5,4.4,5.0,4.9
Fall,2021,BD,ARSC,PHYS,PHYS,1580,2,Energy and Interactions,"Mitchell-Polka, Khadijih Nur",OTH,LEC,1000-1999,13,2,15.4%,5.0,5.0,4.5,4.0,5.0,4.0,4.5,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0
Fall,2021,BD,ARSC,PHYS,PHYS,1580,3,Energy and Interactions,"Lopez, Melinda Crystal",OTH,LEC,1000-1999,12,8,66.7%,5.0,5.0,4.9,5.0,4.9,5.0,5.0,3.9,4.8,4.6,4.8,4.9,4.4,4.0,5.0,4.9
